user_id,event_date,platform,country,creative,impressions,clicks,install_flag,subscription_flag,revenue_usd,spend_usd
3846,2025-05-04 21:24:00,ios,Norway,Video_UGC_03,198,4,0,0,0.0,0.8
3847,2025-05-05 21:02:00,iOS,Norway,Video_UGC_03,520,7,0,0,0.0,0.63
3848,2025-05-04 09:03:00,iOS,Norway,Video_UGC_03,2030,36,1,0,0.0,5.99
3849,2025-05-02 15:08:00, Android,Norway,Video_UGC_03,309,5,1,0,0.0,1.35
3850,2025-05-05 18:44:00,iOS,Norway,Video_UGC_03,131,3,1,0,0.0,0.96
3851,2025-05-02 12:47:00,iOS,Norway,Video_UGC_03,337,2,0,0,0.0,0.37
3852,2025-05-06 19:47:00,iOS,Norway,Video_UGC_03,790,11,0,0,0.0,2.32
3853,2025-05-05 03:59:00,iOS,Norway,Video_UGC_03,362,6,1,0,0.0,1.23
3854,2025-05-03 22:34:00,iOS,Norway,Video_UGC_03,1249,21,1,0,0.0,5.52
3855,2025-05-03 13:11:00,iOS,Norway,Video_UGC_03,342,5,1,0,0.0,2.09
3856,2025-05-02 03:28:00,iOS,Norway,Video_UGC_03,468,12,0,0,0.0,2.14
3857,2025-05-04 19:33:00,iOS,Norway,Video_UGC_03,1082,18,1,0,0.0,3.32
3858,2025-05-02 22:46:00,iOS,Norway,Video_UGC_03,155,3,0,0,0.0,0.28
3859,2025-05-04 08:28:00,iOS,Norway,Video_UGC_03,1567,27,1,0,0.0,5.82
3860,2025-05-02 11:01:00,iOS,Norway,Video_UGC_03,3889,43,1,0,0.0,13.47
3861,2025-05-07 21:50:00,iOS,Norway,Video_UGC_03,320,8,1,0,0.0,3.78
3862,2025-05-01 12:35:00,iOS,Norway,Video_UGC_03,1480,22,1,1,29.99,6.4
3863,2025-05-06 08:06:00,iOS,Norway,Video_UGC_03,748,9,1,0,0.0,4.2
3864,2025-05-04 15:57:00,iOS,Norway,Video_UGC_03,972,18,0,1,29.99,3.97
3865,2025-05-03 03:27:00,iOS,Norway,Video_UGC_03,215,3,0,0,0.0,0.29
3866,2025-05-02 08:47:00,iOS,Norway,Video_UGC_03,1484,19,1,0,0.0,3.8
3867,2025-05-05 19:43:00,iOS,Norway,Video_UGC_03,355,9,1,0,0.0,2.07
3868,2025-05-06 02:16:00,iOS,Norway,Video_UGC_03,506,10,1,0,0.0,3.83
3869,2025-05-05 13:53:00,iOS,Norway,Video_UGC_03,24,1,0,0,0.0,0.31
3870,2025-05-01 16:55:00,iOS,Norway,Video_UGC_03,783,9,0,0,0.0,0.29
3871,2025-05-06 12:56:00,iOS,Norway,Video_UGC_03,125,1,0,0,0.0,0.34
3872,2025-05-07 09:12:00,iOS,Norway,Video_UGC_03,594,11,1,0,0.0,2.66
3873,2025-05-05 22:08:00,iOS,Norway,Video_UGC_03,2083,26,1,0,0.0,4.78
3874,2025-05-01 19:32:00,iOS,Norway,Video_UGC_03,1879,25,1,0,0.0,3.97
3875,2025-05-04 19:14:00,iOS,Norway,Video_UGC_03,1065,17,1,0,0.0,4.21
3876,2025-05-03 02:37:00,iOS,Norway,Video_UGC_03,46,1,0,0,0.0,0.92
3877,2025-05-05 23:40:00,iOS,Norway,Video_UGC_03,1233,14,1,0,0.0,2.8
3878,2025-05-06 12:02:00,iOS,Norway ,Video_UGC_03,327,3,1,0,0.0,0.51
3879,2025-05-07 16:45:00,iOS,Norway,Video_UGC_03,1564,17,1,0,0.0,2.06
3880,2025-05-07 09:07:00,iOS,Norway,Video_UGC_03,3229,40,0,1,29.99,13.54
3881,2025-05-07 13:34:00,iOS,Norway,Video_UGC_03,2687,40,1,1,29.99,7.75
3882,2025-05-01 17:32:00,iOS,Norway,Video_UGC_03,438,10,0,0,0.0,1.57
3883,2025-05-01 12:01:00,iOS,Norway,Video_UGC_03,1346,18,1,0,0.0,5.74
3884,2025-05-06 13:10:00,iOS,Norway,Video_UGC_03,3384,48,1,0,0.0,9.22
3885,2025-05-06 08:32:00,iOS,Norway,Video_UGC_03,1293,27,1,0,0.0,3.78
3886,2025-05-06 23:25:00,iOS,Norway,Video_UGC_03,1682,34,0,1,29.99,6.11
3887,2025-05-02 04:28:00,iOS,Norway,Video_UGC_03,2104,23,1,0,0.0,3.25
3888,2025-05-04 08:42:00,iOS,Norway,Video_UGC_03,4753,66,1,0,0.0,16.27
3889,2025-05-05 19:41:00,iOS,Norway,Video_UGC_03,3321,51,1,0,0.0,5.65
3890,2025-05-05 11:37:00,iOS,Norway,Video_UGC_03,873,11,1,0,0.0,1.56
3891,2025-05-07 00:44:00,iOS,Norway,Video_UGC_03,994,14,1,0,0.0,2.64
3892,2025-05-03 02:52:00,iOS,Norway,Video_UGC_03,3148,43,1,0,0.0,6.66
3893,2025-05-06 21:12:00,iOS,Norway,Video_UGC_03,1496,17,0,1,29.99,3.92
3894,2025-05-03 23:55:00,iOS,Norway,Video_UGC_03,421,11,1,0,0.0,3.23
3895,2025-05-06 06:28:00,iOS,Norway,Video_UGC_03,327,3,0,0,0.0,0.71
3896,2025-05-01 05:55:00,iOS,Norway,Video_UGC_03,421,6,1,0,0.0,0.99
3897,2025-05-02 05:38:00,iOS,Norway,Video_UGC_03,485,7,0,0,0.0,0.99
3898,2025-05-01 21:23:00,iOS,Norway,Video_UGC_03,2926,35,1,0,0.0,12.15
3899,2025-05-02 00:02:00,iOS,Norway,Video_UGC_03,169,1,0,0,0.0,0.18
3900,2025-05-04 02:07:00,iOS,Norway,Video_UGC_03,1177,23,1,0,0.0,1.6
3901,2025-05-07 08:37:00,iOS,Norway,Video_UGC_03,1872,20,1,0,0.0,2.87
3902,2025-05-01 23:40:00,iOS,Norway,Video_UGC_03,2849,44,1,0,29.99,8.06
3903,2025-05-05 02:08:00,iOS,Norway,Video_UGC_03,461,7,1,0,0.0,5.12
3904,2025-05-01 07:55:00,iOS,Norway,Video_UGC_03,1935,20,1,0,0.0,3.38
3905,2025-05-02 04:19:00,iOS,Norway ,Video_UGC_03,882,10,1,0,0.0,2.07
3906,2025-05-01 07:46:00,iOS,Norway,Video_UGC_03,5933,70,1,0,29.99,9.62
3907,2025-05-05 16:46:00,iOS,Norway,Video_UGC_03,840,13,1,0,0.0,3.1
3908,2025-05-05 04:41:00,iOS,Norway,Video_UGC_03,2624,37,1,0,0.0,8.5
3909,2025-05-02 09:54:00,iOS,Norway,Video_UGC_03,1253,16,1,0,0.0,3.42
3910,2025-05-05 03:48:00,iOS,Norway,Video_UGC_03,254,3,0,0,0.0,0.29
3911,2025-05-03 00:09:00,iOS,Norway,Video_UGC_03,129,3,1,0,0.0,1.06
3912,2025-05-06 11:24:00,iOS,Norway,Video_UGC_03,462,12,1,0,0.0,3.45
3913,2025-05-04 07:34:00,iOS,Norway,Video_UGC_03,2590,35,1,0,0.0,6.01
3914,2025-05-07 17:30:00,iOS,Norway,Video_UGC_03,4176,59,1,0,0.0,8.26
3915,2025-05-05 00:31:00,iOS,Norway,Video_UGC_03,587,13,1,0,0.0,2.3
3916,2025-05-07 01:11:00,iOS,Norway,Video_UGC_03,447,6,0,0,0.0,1.24
3917,2025-05-07 21:58:00,iOS,Norway,Video_UGC_03,468,3,0,0,0.0,0.34
3918,2025-05-02 10:40:00,iOS,Norway,Video_UGC_03,302,1,1,0,0.0,0.37
3919,2025-05-03 20:48:00,iOS,Norway,Video_UGC_03,333,3,1,0,0.0,0.26
3920,2025-05-03 02:20:00,iOS,Norway ,Video_UGC_03,2110,34,0,1,29.99,7.02
3921,2025-05-05 08:39:00,iOS,Norway ,Video_UGC_03,1116,19,1,0,0.0,2.7
3922,2025-05-04 16:16:00,iOS,Norway,Video_UGC_03,870,12,0,0,0.0,2.99
3923,2025-05-04 05:35:00,iOS,Norway,Video_UGC_03,543,11,1,0,0.0,2.08
3924,2025-05-01 05:15:00,iOS,Norway,Video_UGC_03,1361,20,1,0,0.0,5.35
3925,2025-05-04 02:55:00,iOS,Norway,Video_UGC_03,331,4,0,0,0.0,1.28
3926,2025-05-02 08:30:00,iOS,Norway,Video_UGC_03,377,5,0,0,0.0,0.16
3927,2025-05-07 16:29:00,iOS,Norway,Video_UGC_03,301,3,0,0,0.0,0.12
3928,2025-05-06 07:32:00,iOS,Norway,Video_UGC_03,2271,37,0,1,29.99,12.96
3929,2025-05-02 02:13:00,iOS,Norway,Video_UGC_03,1441,16,1,0,0.0,2.45
3930,2025-05-03 15:49:00,iOS,Norway,Video_UGC_03,3194,43,1,0,0.0,8.61
3931,2025-05-05 16:17:00,iOS,Norway,Video_UGC_03,631,12,1,0,0.0,2.56
3932,2025-05-04 09:54:00,iOS,Norway,Video_UGC_03,1209,25,1,0,0.0,2.45
3933,2025-05-02 06:50:00,iOS,Norway,Video_UGC_03,68,3,0,0,0.0,0.2
3934,2025-05-06 17:18:00,iOS,Norway,Video_UGC_03,73,1,0,0,0.0,0.24
3935,2025-05-07 17:33:00,iOS,Norway,Video_UGC_03,401,6,1,0,0.0,2.34
3936,2025-05-06 14:19:00,iOS,Norway,Video_UGC_03,2271,37,1,1,29.99,6.22
3937,2025-05-03 09:08:00,iOS,Norway,Video_UGC_03,145,5,0,0,0.0,1.11
3938,2025-05-07 12:16:00,iOS,Norway,Video_UGC_03,2018,24,1,0,0.0,3.01
3939,2025-05-07 03:52:00,iOS,Norway,Video_UGC_03,747,18,1,0,0.0,1.16
3940,2025-05-07 00:18:00,iOS,Norway,Video_UGC_03,486,12,0,0,0.0,2.28
3941,2025-05-06 06:55:00,iOS,Norway,Video_UGC_03,2982,39,0,0,0.0,7.4
3942,2025-05-03 12:43:00,iOS,Norway,Video_UGC_03,456,8,1,0,0.0,1.59
3943,2025-05-04 16:26:00,iOS,Norway,Video_UGC_03,1079,18,1,0,0.0,3.18
3944,2025-05-05 05:37:00,iOS,Norway,Video_UGC_03,2446,36,1,0,0.0,4.24
3945,2025-05-06 16:52:00,iOS,Norway,Video_UGC_03,916,15,1,0,0.0,2.83
3946,2025-05-01 07:04:00,iOS,Norway,Video_UGC_03,111,2,0,0,0.0,0.86
3947,2025-05-01 14:48:00,iOS,Norway,Video_UGC_03,1749,22,0,0,0.0,6.82
3948,2025-05-07 02:34:00,iOS,Norway,Video_UGC_03,2031,28,1,0,0.0,5.19
3949,2025-05-05 07:58:00,iOS,Norway,Video_UGC_03,830,14,1,0,0.0,3.38
3950,2025-05-02 04:50:00,iOS,Norway,Video_UGC_03,2523,47,1,0,29.99,11.74
3951,2025-05-07 15:53:00,iOS,Norway,Video_UGC_03,2838,51,1,0,29.99,10.17
3952,2025-05-03 17:03:00,iOS,Norway,Video_UGC_03,1325,20,1,0,0.0,4.47
3953,2025-05-05 01:27:00,iOS,Norway,Video_UGC_03,1528,27,1,0,0.0,8.37
3954,2025-05-07 09:54:00,iOS,Norway,Video_UGC_03,2325,32,1,0,29.99,7.3
3955,2025-05-06 14:16:00,iOS,Norway,Video_UGC_03,541,6,1,0,0.0,1.3
3956,2025-05-05 17:15:00,iOS,Norway,Video_UGC_03,226,4,1,0,0.0,2.93
3957,2025-05-04 18:40:00,iOS,Norway,Video_UGC_03,2785,41,1,0,0.0,7.93
3958,2025-05-03 18:19:00,iOS,Norway,Video_UGC_03,2844,43,1,0,29.99,6.05
3959,2025-05-02 03:35:00,iOS,Norway,Video_UGC_03,203,3,0,0,0.0,0.37
3960,2025-05-01 15:23:00,iOS,Norway,Video_UGC_03,185,1,0,0,0.0,0.27
3961,2025-05-01 19:27:00,iOS,Norway,Video_UGC_03 ,100,3,1,0,0.0,2.23
3962,2025-05-04 13:08:00,iOS,Norway,Video_UGC_03,1223,13,1,0,0.0,2.16
3963,2025-05-03 21:50:00,iOS,Norway,Video_UGC_03,299,3,0,0,0.0,1.6
3964,2025-05-05 19:05:00,iOS,Norway,Video_UGC_03,90,1,0,0,0.0,1.38
3965,2025-05-04 23:10:00,iOS,Norway,Video_UGC_03,283,3,0,0,0.0,0.3
3966,2025-05-05 22:14:00,iOS,Norway,Video_UGC_03,947,15,0,0,0.0,3.64
3967,2025-05-02 00:16:00,iOS,Norway,Video_UGC_03,2264,37,1,1,29.99,5.84
3968,2025-05-02 09:00:00,iOS,Norway,Video_UGC_03,361,8,1,0,0.0,1.36
3969,2025-05-01 21:57:00,iOS,Norway,Video_UGC_03,885,11,0,0,0.0,2.0
3970,2025-05-05 01:34:00,iOS,Norway,Video_UGC_03,446,6,1,0,0.0,1.96
3971,2025-05-07 01:29:00,iOS,Norway,Video_UGC_03,2423,27,1,0,0.0,6.03
3972,2025-05-03 06:08:00,iOS,Norway,Video_UGC_03,2263,30,1,0,0.0,3.75
3973,2025-05-02 09:38:00,iOS,Norway,Video_UGC_03,172,2,0,0,0.0,0.51
3974,2025-05-07 14:05:00,iOS,Norway,Video_UGC_03,622,11,1,0,0.0,0.68
3975,2025-05-02 13:16:00,iOS,Norway,Video_UGC_03,165,3,0,0,0.0,0.05
3976,2025-05-05 17:33:00,iOS,Norway,Video_UGC_03,993,16,0,0,0.0,1.87
3977,2025-05-07 05:58:00,iOS,Norway,Video_UGC_03,121,1,0,0,0.0,0.1
3978,2025-05-07 11:35:00,iOS,Norway,Video_UGC_03,666,11,1,0,0.0,2.92
3979,2025-05-02 08:28:00,iOS,Norway,Video_UGC_03,551,10,1,0,0.0,1.91
3980,2025-05-01 21:39:00,iOS,Norway,Video_UGC_03,3598,43,1,0,29.99,5.74
3981,2025-05-03 21:43:00,iOS,Norway,video_ugc_03,1006,12,0,0,0.0,2.19
3982,2025-05-07 19:30:00,ios,Norway,Video_UGC_03,3361,50,1,0,0.0,16.67
3983,2025-05-04 04:20:00,iOS,Norway,Video_UGC_03,2622,39,1,0,0.0,6.71
3984,2025-05-07 02:53:00,iOS,Norway,Video_UGC_03,1770,23,1,0,0.0,2.98
3985,2025-05-06 12:18:00,iOS,Norway,Video_UGC_03,51,1,0,0,0.0,0.61
3986,2025-05-04 16:07:00,iOS,Norway,Video_UGC_03,1455,29,1,0,0.0,4.67
3987,2025-05-07 19:17:00,iOS,Norway,Video_UGC_03,731,14,1,0,29.99,5.07
3988,2025-05-07 19:47:00,iOS,Norway,Video_UGC_03,1150,17,0,0,0.0,5.15
3989,2025-05-05 05:04:00,iOS,Norway,Video_UGC_03,76,1,0,0,0.0,1.04
3990,2025-05-06 08:24:00,iOS,Norway,Video_UGC_03,709,16,1,0,0.0,1.98
3991,2025-05-04 22:02:00,iOS,Norway,video_ugc_03,812,9,0,0,0.0,2.15
3992,2025-05-07 16:54:00,iOS,Norway,Video_UGC_03,16,1,0,0,0.0,1.25
3993,2025-05-03 23:19:00,iOS,Norway,Video_UGC_03,213,5,0,0,0.0,0.79
3994,2025-05-06 05:14:00,iOS,Norway,Video_UGC_03,2477,32,1,0,0.0,6.02
3995,2025-05-07 06:41:00,iOS,Norway,Video_UGC_03,1087,17,1,0,0.0,3.04
3996,2025-05-07 15:56:00,iOS,Norway,Video_UGC_03,1386,16,1,0,0.0,3.29
3997,2025-05-07 11:03:00,iOS,Norway,Video_UGC_03,178,1,0,0,0.0,0.27
3998,2025-05-02 23:52:00,iOS,Norway,Video_UGC_03,633,13,1,0,0.0,3.35
3999,2025-05-07 00:23:00,iOS,Norway,Video_UGC_03,2107,33,1,0,29.99,6.97
4000,2025-05-02 14:10:00,iOS,Norway,Video_UGC_03,401,8,1,0,0.0,1.24
4001,2025-05-02 23:04:00,iOS,norway,Video_UGC_03,1807,31,1,0,0.0,9.77
4002,2025-05-04 12:26:00,iOS,Norway,Video_UGC_03,149,3,0,0,0.0,0.64
4003,2025-05-02 03:14:00,iOS,Norway,Video_UGC_03,1416,26,0,1,29.99,3.15
4004,2025-05-06 01:14:00,iOS,Norway,Video_UGC_03,794,9,1,0,0.0,1.73
4005,2025-05-07 10:11:00,iOS,Norway,Video_UGC_03,88,2,0,0,0.0,0.38
4006,2025-05-02 18:08:00,iOS,Norway,Video_UGC_03,5190,82,0,1,29.99,12.82
4007,2025-05-03 16:47:00,iOS,Norway,Video_UGC_03,75,2,1,0,0.0,0.31
4008,2025-05-03 02:23:00,iOS,Norway,Video_UGC_03,1341,20,1,0,0.0,4.0
4009,2025-05-01 15:48:00,iOS,Norway,Video_UGC_03,2547,40,1,0,0.0,7.07
4010,2025-05-02 21:32:00, iOS,Norway,Video_UGC_03,1726,29,1,0,0.0,3.8
4011,2025-05-07 15:04:00,iOS,Norway,Video_UGC_03,835,9,1,1,29.99,3.33
4012,2025-05-07 06:24:00,iOS,Norway,Video_UGC_03,984,16,1,0,0.0,3.64
4013,2025-05-04 00:05:00,iOS,Norway,Video_UGC_03,625,10,1,0,0.0,0.93
4014,2025-05-06 13:19:00,iOS,Norway,Video_UGC_03,197,6,0,0,0.0,0.92
4015,2025-05-01 17:49:00,iOS,Norway,Video_UGC_03,1547,15,1,0,0.0,6.23
4016,2025-05-01 20:19:00,iOS,Norway,Video_UGC_03,1977,30,0,1,29.99,7.71
4017,2025-05-07 17:14:00,iOS,Norway,Video_UGC_03,1082,14,1,0,0.0,4.09
4018,2025-05-01 11:09:00,iOS,Norway,Video_UGC_03,597,12,1,0,0.0,3.38
4019,2025-05-05 13:07:00,iOS,Norway,Video_UGC_03,117,2,0,0,0.0,1.39
4020,2025-05-07 04:13:00,iOS,Norway,Video_UGC_03,195,1,1,0,0.0,0.42
4021,2025-05-06 17:54:00,iOS,Norway,Video_UGC_03,429,8,1,0,0.0,0.77
4022,2025-05-03 15:31:00,iOS,Norway,Video_UGC_03,952,13,1,0,0.0,2.05
4023,2025-05-04 00:46:00,iOS,Norway,Video_UGC_03,851,14,1,0,0.0,2.17
4024,2025-05-05 07:09:00, Android,Norway,Video_UGC_03,646,7,1,0,0.0,1.29
4025,2025-05-04 03:36:00,iOS,Norway,Video_UGC_03,94,1,0,0,0.0,1.34
4026,2025-05-07 23:49:00,iOS,Norway,Video_UGC_03,695,13,1,0,0.0,2.01
4027,2025-05-01 01:46:00,iOS,Norway,Video_UGC_03,1006,20,1,0,0.0,7.34
4028,2025-05-07 12:44:00,iOS,Norway,Video_UGC_03,1007,10,1,0,0.0,0.74
4029,2025-05-07 07:45:00,iOS,Norway,Video_UGC_03,1237,17,0,0,0.0,5.02
4030,2025-05-01 22:59:00,iOS,Norway,Video_UGC_03,433,6,0,0,0.0,0.38
4031,2025-05-04 04:23:00,iOS,Norway,Video_UGC_03,50,1,0,0,0.0,1.35
4032,2025-05-05 22:19:00,iOS,Norway,Video_UGC_03,670,16,1,0,29.99,5.42
4033,2025-05-07 04:05:00,iOS,Norway,Video_UGC_03,503,7,1,0,29.99,2.5
4034,2025-05-07 00:10:00,iOS,Norway,Video_UGC_03,3783,55,1,0,0.0,11.58
4035,2025-05-04 10:24:00,iOS,Norway,Video_UGC_03,177,2,1,0,0.0,0.41
4036,2025-05-02 11:04:00,iOS,Norway,Video_UGC_03,1623,19,1,0,0.0,2.58
4037,2025-05-06 14:45:00,iOS,Norway,Video_UGC_03,2266,33,0,1,29.99,9.25
4038,2025-05-05 12:20:00,iOS,Norway,Video_UGC_03,557,14,1,0,0.0,2.35
4039,2025-05-04 13:19:00,iOS,Norway,Video_UGC_03,210,2,1,0,0.0,2.84
4040,2025-05-06 07:55:00,iOS,Norway,Video_UGC_03,1719,18,1,0,0.0,4.31
4041,2025-05-01 20:03:00,iOS,Norway,Video_UGC_03,2614,41,1,0,0.0,8.16
4042,2025-05-01 13:35:00,iOS,Norway,Video_UGC_03,133,2,0,0,0.0,0.2
4043,2025-05-04 09:35:00,iOS,Norway,Video_UGC_03,1311,21,1,0,0.0,2.66
4044,2025-05-03 01:57:00,iOS,Norway,Video_UGC_03,1104,17,1,0,0.0,5.1
4045,2025-05-02 09:24:00,iOS,Norway,Video_UGC_03,231,3,0,0,0.0,1.29
4046,2025-05-02 10:54:00,iOS,Norway,Video_UGC_03,789,10,0,0,0.0,0.9
4047,2025-05-04 00:40:00,iOS,Norway,Video_UGC_03,1026,18,1,0,0.0,2.21
4048,2025-05-01 19:22:00,iOS,Norway,Video_UGC_03,721,12,1,0,0.0,2.83
4049,2025-05-05 18:31:00,iOS,Norway,Video_UGC_03,253,9,0,0,0.0,1.48
4050,2025-05-01 05:26:00,iOS,Norway,Video_UGC_03,1576,32,1,0,0.0,7.3
4051,2025-05-05 14:36:00,iOS,Norway,Video_UGC_03,920,15,1,0,29.99,4.21
4052,2025-05-03 03:17:00,iOS,Norway,Video_UGC_03,2820,40,0,1,29.99,12.35
4053,2025-05-02 03:19:00,iOS,Norway,Video_UGC_03,2760,45,1,0,0.0,8.85
4054,2025-05-05 16:44:00,iOS,Norway,Video_UGC_03,129,1,0,0,0.0,0.49
4055,2025-05-05 04:58:00,iOS,Norway,Video_UGC_03,1517,26,0,0,0.0,2.52
4056,2025-05-07 22:34:00,iOS,Norway,Video_UGC_03,1074,18,0,1,29.99,4.74
4057,2025-05-04 04:19:00,iOS,norway,Video_UGC_03,2264,29,1,0,0.0,8.43
4058,2025-05-07 15:03:00,iOS,Norway,Video_UGC_03,4057,59,1,0,0.0,7.69
4059,2025-05-04 09:56:00,android,Norway,Video_UGC_03,826,10,0,0,0.0,3.07
4060,2025-05-07 01:55:00,iOS,Norway,Video_UGC_03,1695,23,1,0,29.99,3.39
4061,2025-05-02 00:12:00,iOS,Norway,Video_UGC_03,154,2,0,0,0.0,0.07
4062,2025-05-06 03:47:00,iOS,Norway,Video_UGC_03,454,6,1,0,0.0,0.75
4063,2025-05-02 18:40:00,iOS,Norway,Video_UGC_03,205,5,1,0,0.0,0.66
4064,2025-05-01 23:55:00,iOS,Norway,Video_UGC_03,590,16,1,0,0.0,4.08
4065,2025-05-01 07:30:00,iOS,Norway,Video_UGC_03,2786,50,1,0,0.0,7.66
4066,2025-05-03 06:14:00,iOS,Norway,Video_UGC_03,1145,24,1,0,0.0,4.33
4067,2025-05-01 22:20:00,iOS,Norway,Video_UGC_03,1092,16,1,0,0.0,6.86
4068,2025-05-06 09:45:00,iOS,Norway,Video_UGC_03,1799,22,0,0,0.0,2.73
4069,2025-05-01 06:12:00,iOS,Norway,Video_UGC_03,1196,23,1,0,0.0,4.45
4070,2025-05-07 13:38:00,iOS,Norway,Video_UGC_03,1823,27,1,0,0.0,8.24
4071,2025-05-03 08:49:00,iOS,Norway,Video_UGC_03,331,2,0,0,0.0,0.07
4072,2025-05-04 07:07:00,iOS,Norway,Video_UGC_03,3149,43,1,0,0.0,17.99
4073,2025-05-06 22:31:00,iOS,Norway,Video_UGC_03,107,1,0,0,0.0,0.49
4074,2025-05-05 17:15:00,IOS ,Norway,Video_UGC_03,2353,36,1,0,0.0,5.2
4075,2025-05-06 04:29:00,iOS,Norway,Video_UGC_03,1926,28,1,0,0.0,3.74
4076,2025-05-07 14:11:00,iOS,Norway,Video_UGC_03,945,14,1,0,0.0,3.64
4077,2025-05-03 20:19:00,iOS,Norway,Video_UGC_03,1439,23,1,0,0.0,5.15
4078,2025-05-05 11:09:00,iOS,Norway,Video_UGC_03,1617,30,1,0,0.0,3.66
4079,2025-05-05 03:23:00,iOS,Norway,Video_UGC_03,540,10,1,0,0.0,3.91
4080,2025-05-06 11:38:00,iOS,Norway,Video_UGC_03,2928,43,1,0,0.0,8.98
4081,2025-05-03 11:18:00,iOS,Norway,Video_UGC_03,149,1,0,0,0.0,1.04
4082,2025-05-07 04:51:00,iOS,Norway,Video_UGC_03,1386,26,1,0,0.0,7.63
4083,2025-05-02 20:36:00,iOS,Norway,Video_UGC_03,449,2,0,0,0.0,0.05
4084,2025-05-05 00:59:00,iOS,Norway,Video_UGC_03,13,1,0,0,0.0,0.7
4085,2025-05-07 03:40:00,iOS,Norway,Video_UGC_03,5456,117,1,0,0.0,24.76
4086,2025-05-01 02:12:00,iOS,Norway,Video_UGC_03,1891,34,1,0,0.0,7.47
4087,2025-05-04 00:34:00,iOS,Norway,Video_UGC_03,1725,26,1,0,29.99,6.69
4088,2025-05-07 06:40:00,iOS,Norway,Video_UGC_03,3902,54,1,0,0.0,9.3
4089,2025-05-02 05:28:00,iOS,Norway,Video_UGC_03,1304,22,1,0,0.0,7.26
4090,2025-05-06 19:04:00,iOS,Norway,Video_UGC_03,1401,21,1,0,0.0,6.29
4091,2025-05-06 06:10:00,iOS,Norway,Video_UGC_03,822,13,0,0,0.0,2.8
4092,2025-05-02 05:14:00,iOS,Norway,Video_UGC_03,301,5,1,0,0.0,1.79
4093,2025-05-05 09:24:00,iOS,Norway,Video_UGC_03,727,14,1,0,0.0,6.36
4094,2025-05-07 02:50:00,iOS,Norway,Video_UGC_03,1960,28,1,0,0.0,2.24
4095,2025-05-03 17:01:00,iOS,Norway,Video_UGC_03,169,2,1,0,0.0,2.67
4096,2025-05-01 19:56:00,iOS,Norway,Video_UGC_03,1257,20,1,0,29.99,4.97
4097,2025-05-02 01:31:00,iOS,Norway,Video_UGC_03,1406,18,0,0,0.0,5.74
4098,2025-05-07 15:58:00,iOS,Norway,Video_UGC_03,891,13,1,0,0.0,1.72
4099,2025-05-07 13:40:00,iOS,Norway,Video_UGC_03,74,2,1,0,0.0,1.16
4100,2025-05-06 23:27:00,iOS,Norway,Video_UGC_03,2487,30,1,0,0.0,6.05
4101,2025-05-05 17:06:00,iOS,Norway,Video_UGC_03,2254,32,1,0,0.0,7.26
4102,2025-05-02 21:44:00,iOS,Norway,Video_UGC_03,2218,36,1,0,0.0,6.03
4103,2025-05-05 19:36:00,iOS,Norway,Video_UGC_03,2667,43,1,0,29.99,8.03
4104,2025-05-07 14:22:00,iOS,Norway,Video_UGC_03,110,2,0,0,0.0,0.84
4105,2025-05-06 23:48:00,iOS,Norway,Video_UGC_03,731,14,1,0,0.0,3.83
4106,2025-05-01 14:42:00,iOS,Norway,Video_UGC_03,890,16,1,0,0.0,3.55
4107,2025-05-05 19:17:00,iOS,Norway,Video_UGC_03,77,1,0,0,0.0,1.29
4108,2025-05-07 10:09:00,iOS,Norway,Video_UGC_03,413,5,1,0,0.0,3.77
4109,2025-05-01 02:39:00,iOS,Norway,Video_UGC_03,2661,33,1,0,29.99,7.18
4110,2025-05-05 15:07:00,iOS,Norway,Video_UGC_03,403,7,1,0,0.0,0.42
4111,2025-05-05 04:31:00,iOS,Norway,Video_UGC_03,651,9,1,0,0.0,2.6
4112,2025-05-04 12:59:00,iOS,Norway,Video_UGC_03,2357,35,1,0,0.0,4.66
4113,2025-05-06 17:44:00,iOS,Norway,Video_UGC_03,1183,20,0,0,0.0,3.86
4114,2025-05-07 20:18:00,iOS,Norway,Video_UGC_03,1230,18,1,0,0.0,5.27
4115,2025-05-05 05:57:00,iOS,Norway,Video_UGC_03,964,20,1,0,0.0,3.96
4116,2025-05-01 21:53:00,iOS,Norway,Video_UGC_03,1330,21,1,0,0.0,5.38
4117,2025-05-04 05:29:00,iOS,Norway,Video_UGC_03,3141,49,1,0,29.99,12.35
4118,2025-05-04 18:01:00,iOS,Norway,Video_UGC_03,34,1,0,0,0.0,0.31
4119,2025-05-02 20:53:00,iOS,Norway,Video_UGC_03,3777,56,1,0,0.0,15.51
4120,2025-05-06 15:49:00,iOS,Norway,Video_UGC_03,1095,12,1,0,29.99,6.49
4121,2025-05-05 11:58:00,iOS,Norway,Video_UGC_03,1001,12,1,0,0.0,0.68
4122,2025-05-01 14:56:00,iOS,Norway,Video_UGC_03,96,1,0,0,0.0,0.83
4123,2025-05-06 09:29:00,iOS,Norway,Video_UGC_03,153,1,0,0,0.0,0.27
4124,2025-05-01 02:00:00,iOS,Norway,Video_UGC_03,1191,12,1,0,0.0,2.32
4125,2025-05-07 11:23:00,iOS,Norway,Video_UGC_03,1683,28,0,1,29.99,5.25
4126,2025-05-05 00:23:00,iOS,Norway,Video_UGC_03,212,3,1,0,0.0,0.9
4127,2025-05-07 06:18:00,iOS,Norway,Video_UGC_03,5273,76,1,0,0.0,12.76
